,Ticker,Exchange,Name,Clean_Name
1384,LSCC,NASD , Lattice Semiconductor Corporation, Lattice Semiconductor
1385,LPSN,NASD , Liveperson Incorporated, Liveperson
1386,BOX,NYSE , Box Incorporated, Box
1387,BL,NASD , Blackline Incorporated, Blackline
1388,EYE,NASD , National Vision Holdings Incorporated, National Vision Holdings
1389,FMBI,NASD , First Midwest Bancorp Incorporated, First Midwest Bancorp
1390,AAT,NYSE , American Assets Trust Incorporated, American Assets Trust
1391,ICPT,NASD , Intercept Pharmaceuticals Incorporated, Intercept Pharmaceuticals
1392,UCBI,NASD , United Community Banks Incorporated, United Community Banks
1393,AKR,NYSE , Acadia Realty Trust, Acadia Realty Trust
1394,FRME,NASD , First Merchants Corporation, First Merchants
1395,CLDR,NYSE , Cloudera Incorporated, Cloudera
1396,ENSG,NASD , The Ensign Group Incorporated, The Ensign Group
1397,BHVN,NYSE , Biohaven Pharmaceutical Holding Company Limited, Biohaven Pharmaceutical Holding Company
1398,ALGT,NASD , Allegiant Travel Company, Allegiant Travel Company
1399,ESE,NYSE , ESCO Technologies Incorporated, Esco Technologies
1400,PLXS,NASD , Plexus Corporation, Plexus
1401,SBH,NYSE , Sally Beauty Holdings Incorporated, Sally Beauty Holdings
1402,FBP,NYSE , First Bancorp, First Bancorp
1403,FN,NYSE , Fabrinet, Fabrinet
1404,WING,NASD , Wingstop Incorporated, Wingstop
1405,SMPL,NASD , The Simply Good Foods Company, The Simply Good Foods Company
1406,WBT,NYSE , Welbilt Incorporated, Welbilt
1407,TRMK,NASD , Trustmark Corporation, Trustmark
1408,DLX,NYSE , Deluxe Corporation, Deluxe
1409,NTRA,NASD , Natera Incorporated, Natera
1410,ARES,NYSE , Ares Management Corporation, Ares Management
1411,NMIH,NASD , NMI Holdings Incorporated, Nmi Holdings
1412,SANM,NASD , Sanmina Corporation, Sanmina
1413,TPH,NYSE , TRI Pointe Group Incorporated, Tri Pointe Group
1414,AIMC,NASD , Altra Industrial Motion Corporation, Altra Industrial Motion
1415,SAIL,NYSE , Sailpoint Technologies Holdings Incorporated, Sailpoint Technologies Holdings
1416,ABG,NYSE , Asbury Automotive Group Incorporated, Asbury Automotive Group
1417,RARE,NASD , Ultragenyx Pharmaceutical Incorporated, Ultragenyx Pharmaceutical
1418,CLF,NYSE , Cleveland-Cliffs Incorporated, Cleveland-Cliffs
1419,EPAY,NASD , Bottomline Technologies Incorporated, Bottomline Technologies
1420,CROX,NASD , Crocs Incorporated, Crocs
1421,KFY,NYSE , Korn Ferry, Korn Ferry
1422,SPXC,NYSE , SPX Corporation, Spx
1423,MANT,NASD , Mantech International Corporation, Mantech International
1424,BDC,NYSE , Belden Incorporated, Belden
1425,MEDP,NASD , Medpace Holdings Incorporated, Medpace Holdings
1426,TRTN,NYSE , Triton International Limited, Triton International
1427,GNW,NYSE , Genworth Financial Incorporated, Genworth Financial
1428,ARGO,NYSE , Argo Group International Holdings Limited, Argo Group International Holdings
1429,IBTX,NASD , Independent Bank Group Incorporated, Independent Bank Group
1430,LILAK,NASD , Liberty Latin America Limited, Liberty Latin America
1431,LGND,NASD , Ligand Pharmaceuticals Incorporated, Ligand Pharmaceuticals
1432,FLOW,NYSE , SPX FLOW Incorporated, Spx Flow
1433,CADE,NYSE , Cadence Bancorporation, Cadence Bancorporation
1434,NWN,NYSE , Northwest Natural Gas Company, Northwest Natural Gas Company
1435,JACK,NASD , Jack In The Box Incorporated, Jack In The Box
1436,DRH,NYSE , DiamondRock Hospitality Company, DiamondRock Hospitality Company
1437,CVLT,NASD , Commvault Systems Incorporated, Commvault Systems
1438,XLRN,NASD , Acceleron Pharma Incorporated, Acceleron Pharma
1439,BLMN,NASD , Bloomin' Brands Incorporated, Bloomin' Brands
1440,ZGNX,NASD , Zogenix Incorporated, Zogenix
1441,ROIC,NASD , Retail Opportunity Investments Corporation, Retail Opportunity Investments
1442,WW,NASD , WW International Incorporated, Ww International
1443,KNSL,NASD , Kinsale Capital Group Incorporated, Kinsale Capital Group
1444,CWST,NASD , Casella Waste Systems Incorporated, Casella Waste Systems
1445,RNST,NASD , Renasant Corporation, Renasant
1446,FWRD,NASD , Forward Air Corporation, Forward Air
1447,AAON,NASD , AAON Incorporated, Aaon
1448,HLI,NYSE , Houlihan Lokey Incorporated, Houlihan Lokey
1449,SCL,NYSE , Stepan Company, Stepan Company
1450,MTOR,NYSE , Meritor Incorporated, Meritor
1451,SPSC,NASD , SPS Commerce Incorporated, Sps Commerce
1452,EPRT,NYSE , Essential Properties Realty Trust Incorporated, Essential Properties Realty Trust
1453,NSA,NYSE , National Storage Affiliates, National Storage Affiliates
1454,PMT,NYSE , Pennymac Mortgage Investment Trust, Pennymac Mortgage Investment Trust
1455,ATGE,NYSE , Adtalem Global Education Incorporated, Adtalem Global Education
1456,WSBC,NASD , Wesbanco Incorporated, Wesbanco
1457,DORM,NASD , Dorman Products Incorporated, Dorman Products
1458,MDC,NYSE , MDC Holdings Incorporated, Mdc Holdings
1459,FSS,NYSE , Federal Signal Corporation, Federal Signal
1460,ELY,NYSE , Callaway Golf Company, Callaway Golf Company
1461,KWR,NYSE , Quaker Chemical Corporation, Quaker Chemical
1462,ATKR,NYSE , Atkore International Group Incorporated, Atkore International Group
1463,SYNA,NASD , Synaptics Incorporated, Synaptics
1464,OTTR,NASD , Otter Tail Corporation, Otter Tail
1465,GWB,NYSE , Great Western Bancorp Incorporated, Great Western Bancorp
1466,EVTC,NYSE , Evertec Incorporated, Evertec
1467,EGHT,NYSE , 8X8 Incorporated, 8X8
1468,BMCH,NASD , BMC Stock Holdings Incorporated, Bmc Stock Holdings
1469,CTRE,NASD , CareTrust Reit Incorporated, Caretrust Reit
1470,GTLS,NASD , Chart Industries Incorporated, Chart Industries
1471,INSM,NASD , Insmed Incorporated, Insmed
1472,PRO,NYSE , PROS Holdings Incorporated, Pros Holdings
1473,FCPT,NYSE , Four Corners Property Trust, Four Corners Property Trust
1474,MTX,NYSE , Minerals Technologies Incorporated, Minerals Technologies
1475,CUB,NYSE , Cubic Corporation, Cubic
1476,EHTH,NASD , eHealth Incorporated, Ehealth
1477,CWK,NYSE , Cushman & Wakefield PLC, Cushman & Wakefield
1478,ACA,NYSE , Arcosa Incorporated, Arcosa
1479,ADNT,NYSE , Adient Plc, Adient
1480,PBH,NYSE , Prestige Consumer Healthcare Incorporated, Prestige Consumer Healthcare
1481,NTB,NYSE , The Bank Of N.T. Butterfield & Son Limited, The Bank Of N T  Butterfield & Son
1482,PRA,NYSE , ProAssurance Corporation, Proassurance
1483,HCSG,NASD , Healthcare Services Group Incorporated, Healthcare Services Group
1484,CLI,NYSE , Mack Cali Realty Corporation, Mack Cali Realty
1485,DIOD,NASD , Diodes Incorporated, Diodes
1486,CSGS,NASD , CSG Systems International Incorporated, Csg Systems International
1487,PPBI,NASD , Pacific Premier Bancorp Incorporated, Pacific Premier Bancorp
1488,NMRK,NASD , Newmark Group Incorporated, Newmark Group
1489,TOWN,NASD , Townebank, Townebank
1490,SJW,NYSE , SJW Group, SJW Group
1491,IRWD,NASD , Ironwood Pharmaceuticals Incorporated, Ironwood Pharmaceuticals
1492,FRPT,NASD , Freshpet Incorporated, Freshpet
1493,HRTX,NASD , Heron Therapeutics Incorporated, Heron Therapeutics
1494,FIX,NYSE , Comfort Systems Usa Incorporated, Comfort Systems Usa
1495,PRGS,NASD , Progress Software Corporation, Progress Software
1496,CFFN,NASD , Capitol Federal Financial, Capitol Federal Financial
1497,CMP,NYSE , Compass Minerals International Incorporated, Compass Minerals International
1498,GTN,NYSE , Gray Television Incorporated, Gray Television
1499,HASI,NYSE , Hannon Armstrong Capital, Hannon Armstrong Capital
1500,PCRX,NASD , Pacira Biosciences Incorporated, Pacira Biosciences
1501,LTC,NYSE , LTC Properties Incorporated, Ltc Properties
1502,DEA,NYSE , Easterly Government Properties Incorporated, Easterly Government Properties
1503,MDRX,NASD , Allscripts Healthcare Solutions Incorporated, Allscripts Healthcare Solutions
1504,CAKE,NASD , The Cheesecake Factory Incorporated, The Cheesecake Factory
1505,GPI,NYSE , Group 1 Automotive Incorporated, Group 1 Automotive
1506,KAMN,NYSE , Kaman Corporation, Kaman
1507,XNCR,NASD , Xencor Incorporated, Xencor
1508,CXW,NYSE , CoreCivic Incorporated, Corecivic
1509,IDCC,NASD , Interdigital Wireless Incorporated, Interdigital Wireless
1510,TEX,NYSE , Terex Corporation, Terex
1511,NTCT,NASD , Netscout Systems Incorporated, Netscout Systems
1512,WD,NYSE , Walker & Dunlop Incorporated, Walker & Dunlop
1513,MYGN,NASD , Myriad Genetics Incorporated, Myriad Genetics
1514,KN,NYSE , Knowles Corporation, Knowles
1515,ENPH,NASD , Enphase Energy Incorporated, Enphase Energy
1516,LADR,NYSE , Ladder Capital Corporation, Ladder Capital
1517,RDFN,NASD , Redfin Corporation, Redfin
1518,IRTC,NASD , Irhythm Technologies Incorporated, Irhythm Technologies
1519,SHEN,NASD , Shenandoah Telecommunications Company, Shenandoah Telecommunications Company
1520,CAR,NASD , Avis Budget Group Incorporated, Avis Budget Group
1521,LAUR,NASD , Laureate Education Incorporated, Laureate Education
1522,WABC,NASD , Westamerica Bancorporation, Westamerica Bancorporation
1523,BANR,NASD , Banner Corporation, Banner
1524,SHAK,NYSE , Shake Shack Incorporated, Shake Shack
1525,HOPE,NASD , Hope Bancorp Incorporated, Hope Bancorp
1526,BMI*,NYSE , Badger Meter Incorporated, Badger Meter
1527,MGLN,NASD , Magellan Health Incorporated, Magellan Health
1528,HSC,NYSE , Harsco Corporation, Harsco
1529,MGRC,NASD , Mcgrath Rentcorp, Mcgrath Rentcorp
1530,AMBA,NASD , Ambarella Incorporated, Ambarella
1531,SFBS,NASD , Servisfirst Bancshares Incorporated, Servisfirst Bancshares
1532,AMWD,NASD , American Woodmark Corporation, American Woodmark
1533,CVA,NYSE , Covanta Holding Corporation, Covanta Holding
1534,NWBI,NASD , Northwest Bancshares Incorporated, Northwest Bancshares
1535,MWA,NYSE , Mueller Water Products Incorporated, Mueller Water Products
1536,MLI,NYSE , Mueller Industries Incorporated, Mueller Industries
1537,KALU,NASD , Kaiser Aluminum Corporation, Kaiser Aluminum
1538,ALLK,NASD , Allakos Incorporated, Allakos
1539,HTH,NYSE , Hilltop Holdings Incorporated, Hilltop Holdings
1540,NVTA,NYSE , Invitae Corporation, Invitae
1541,KTOS,NASD , Kratos Defense & Security Solutions, Kratos Defense & Security Solutions
1542,DOOR,NYSE , Masonite International Corporation, Masonite International
1543,ROCK,NASD , Gibraltar Industries Incorporated, Gibraltar Industries
1544,FORM,NASD , Formfactor Incorporated, Formfactor
1545,VRRM,NASD , Verra Mobility Corporation, Verra Mobility
1546,GEO,NYSE , The Geo Group Incorporated, The Geo Group
1547,HNI,NYSE , HNI Corporation, Hni
1548,APPF,NASD , Appfolio Incorporated, Appfolio
1549,AX,NYSE , Axos Financial Incorporated, Axos Financial
1550,HUBG,NASD , Hub Group Incorporated, Hub Group
1551,HMN,NYSE , Horace Mann Educators Corporation, Horace Mann Educators
1552,GNL,NYSE , Global Net Lease Incorporated, Global Net Lease
1553,EAT,NYSE , Brinker International Incorporated, Brinker International
1554,PSMT,NASD , Pricesmart Incorporated, Pricesmart
1555,STAA,NASD , Staar Surgical Company, Staar Surgical Company
1556,WERN,NASD , Werner Enterprises Incorporated, Werner Enterprises
1557,EPC,NYSE , Edgewell Personal Care Company, Edgewell Personal Care Company
1558,CVCO,NASD , Cavco Industries Incorporated, Cavco Industries
1559,OSIS,NASD , Osi Systems Incorporated, Osi Systems
1560,PRAA,NASD , Pra Group Incorporated, Pra Group
1561,TWNK,NASD , Gores Holdings Incorporated, Gores Holdings
1562,NBTB,NASD , NBT Bancorp Incorporated, Nbt Bancorp
1563,HTLF,NASD , Heartland Financial USA Incorporated, Heartland Financial Usa
1564,AVNS,NYSE , Avanos Medical Incorporated, Avanos Medical
1565,PDCO,NASD , Patterson Companies Incorporated, Patterson Companies
1566,IBP,NYSE , Installed Building Products Incorporated, Installed Building Products
1567,CATM,NASD , Cardtronics PLC, Cardtronics
1568,TSE,NYSE , Trinseo Sa, Trinseo
1569,FIBK,NASD , First Interstate Bancsystem, First Interstate Bancsystem
1570,SKY,NYSE , Skyline Champion Corporation, Skyline Champion
1571,KTB,NYSE , Kontoor Brands Incorporated, Kontoor Brands
1572,HTZ,NYSE , Hertz Global Holdings Incorporated, Hertz Global Holdings
1573,DRQ,NYSE , Dril-Quip Incorporated, Dril-Quip
1574,ONTO,NYSE , Onto Innovation Incorporated, Onto Innovation
1575,MC,NYSE , Moelis & Company, Moelis & Company
1576,MTDR,NYSE , Matador Resources Company, Matador Resources Company
1577,AFIN,NASD , American Finance Trust Incorporated, American Finance Trust
1578,NAV,NYSE , Navistar International Corporation, Navistar International
1579,MATX,NYSE , Matson Incorporated, Matson
1580,KRG,NYSE , Kite Realty Group Trust, Kite Realty Group Trust
1581,SCS,NYSE , Steelcase Incorporated, Steelcase
1582,WK,NYSE , Workiva Incorporated, Workiva
1583,ICFI,NASD , ICF International Incorporated, Icf International
1584,RRR,NASD , Red Rock Resorts Incorporated, Red Rock Resorts
1585,SGMS,NASD , Scientific Games Corporation, Scientific Games
1586,ALRM,NASD , Alarmcom Holdings, Alarmcom Holdings
1587,FIT,NYSE , Fitbit, Fitbit
1588,YEXT,NYSE , Yext Incorporated, Yext
1589,RWT,NYSE , Redwood Trust Incorporated, Redwood Trust
1590,MNTA,NASD , Momenta Pharmaceuticals Incorporated, Momenta Pharmaceuticals
1591,BCC,NYSE , Boise Cascade Company, Boise Cascade Company
1592,BBBY,NASD , Bed Bath & Beyond Incorporated, Bed Bath & Beyond
1593,OPI,NASD , Office Properties Income Trust, Office Properties Income Trust
1594,NG,NYSE , Novagold Resources Incorporated, Novagold Resources
1595,RUN,NASD , Sunrun Incorporated, Sunrun
1596,STMP,NASD , Stamps.com Incorporated, Stamps Com
1597,CSII,NASD , Cardiovascular Systems Incorporated, Cardiovascular Systems
1598,WGO,NYSE , Winnebago Industries Incorporated, Winnebago Industries
1599,CNS,NYSE , Cohen & Steers Incorporated, Cohen & Steers
1600,SBCF,NASD , Seacoast Banking Corporation Florida, Seacoast Banking Corporation Florida
1601,STNG,NYSE , Scorpio Tankers Incorporated, Scorpio Tankers
1602,APAM,NYSE , Artisan Partners Asset Management, Artisan Partners Asset Management
1603,PFS,NYSE , Provident Financial Services Incorporated, Provident Financial Services
1604,HURN,NASD , Huron Consulting Group Incorporated, Huron Consulting Group
1605,ALEX,NYSE , Alexander & Baldwin Incorporated, Alexander & Baldwin
1606,BEAT,NASD , Biotelemetry Incorporated, Biotelemetry
1607,AIR,NYSE , AAR Corporation, Aar
1608,DY,NYSE , Dycom Industries Incorporated, Dycom Industries
1609,RMBS,NASD , Rambus Incorporated, Rambus
1610,SVMK,NASD , Svmk Incorporated, Svmk
1611,EGBN,NASD , Eagle Bancorp Incorporated, Eagle Bancorp
1612,MMSI,NASD , Merit Medical Systems Incorporated, Merit Medical Systems
1613,BHLB,NYSE , Berkshire Hills Bancorp Incorporated, Berkshire Hills Bancorp
1614,UHT,NYSE , Universal Health Realty Income Trust, Universal Health Realty Income Trust
1615,EGOV,NASD , NIC Incorporated, Nic
1616,PDCE,NASD , PDC Energy Incorporated, Pdc Energy
1617,CPK,NYSE , Chesapeake Utilities Corporation, Chesapeake Utilities
1618,PLAY,NASD , Dave & Buster's Entertainment, Dave & Buster's Entertainment
1619,ATSG,NASD , Air Transport Services Group Incorporated, Air Transport Services Group
1620,SEAS,NYSE , SeaWorld Entertainment Incorporated, Seaworld Entertainment
1621,SAFE,NASD , Safety Insurance Group Incorporated, Safety Insurance Group
1622,WOR,NYSE , Worthington Industries Incorporated, Worthington Industries
1623,SRG-W,NYSE , Seritage Growth Properties, Seritage Growth Properties
1624,HA,NASD , Hawaiian Holdings Incorporated, Hawaiian Holdings
1625,NYMT,NASD , New York Mortgage Trust Incorporated, New York Mortgage Trust
1626,USPH,NYSE , Us Physical Therapy Incorporated, Us Physical Therapy
1627,CVGW,NASD , Calavo Growers Incorporated, Calavo Growers
1628,CNX,NYSE , CNX Resources Corporation, Cnx Resources
1629,MDP,NYSE , Meredith Corporation, Meredith
1630,TGI,NYSE , Triumph Group Incorporated, Triumph Group
1631,WHD,NYSE , Cactus Incorporated, Cactus
1632,CDE,NYSE , Coeur Mining Incorporated, Coeur Mining
1633,CTB,NYSE , Cooper Tire & Rubber Company, Cooper Tire & Rubber Company
1634,SNBR,NASD , Sleep Number Corporation, Sleep Number
1635,CWEN/A,NYSE , Clearway Energy Incorporated, Clearway Energy
1636,VGR,NYSE , Vector Group Limited, Vector Group
1637,JELD,NYSE , Jeld-Wen Holding Incorporated, Jeld-Wen Holding
1638,SKT,NYSE , Tanger Factory Outlet Centers, Tanger Factory Outlet Centers
1639,LGIH,NASD , Lgi Homes Incorporated, Lgi Homes
1640,LZB,NYSE , La-Z-Boy Incorporated, La-Z-Boy
1641,AQUA,NYSE , Evoqua Water Technologies Corporation, Evoqua Water Technologies
1642,NGHC,NASD , National General Holdings Corporation, National General Holdings
1643,BUSE,NASD , First Busey Corporation, First Busey
1644,TRS,NASD , Trimas Corporation, Trimas
1645,PZZA,NASD , Papa Johns International Incorporated, Papa Johns International
1646,ILPT,NASD , Industrial Logistics Properties Trust, Industrial Logistics Properties Trust
1647,EPAC,NYSE , Actuant Corporation, Actuant
1648,THRM,NASD , Gentherm Incorporated, Gentherm
1649,PRFT,NASD , Perficient Incorporated, Perficient
1650,CALM,NASD , Cal-Maine Foods Incorporated, Cal-Maine Foods
1651,ZUO,NYSE , Zuora Incorporated, Zuora
1652,CVI,NYSE , CVR Energy Incorporated, Cvr Energy
1653,WMS,NYSE , Advanced Drainage Systems Incorporated, Advanced Drainage Systems
1654,AVYA,NYSE , Avaya Holdings, Avaya Holdings
1655,KNL,NYSE , Knoll Incorporated, Knoll
1656,INGN,NASD , Inogen Incorporated, Inogen
1657,SYKE,NASD , Sykes Enterprises Incorporated, Sykes Enterprises
1658,RCM,NASD , R1 RCM Incorporated, R1 Rcm
1659,MNR,NYSE , Monmouth Real Estate Investment Corporation, Monmouth Real Estate Investment
1660,OII,NYSE , Oceaneering International Incorporated, Oceaneering International
1661,CBZ,NYSE , CBIZ Incorporated, Cbiz
1662,ECOL,NASD , Us Ecology Holdings Incorporated, Us Ecology Holdings
1663,VBTX,NASD , Veritex Holdings Incorporated, Veritex Holdings
1664,DIN,NYSE , Dine Brands Global Incorporated, Dine Brands Global
1665,INOV,NASD , Inovalon Holdings Incorporated, Inovalon Holdings
1666,PRK,NYSE , Park National Corporation, Park National
1667,TNC,NYSE , Tennant Company, Tennant Company
1668,SWM,NYSE , Schweitzer-Mauduit International, Schweitzer-Mauduit International
1669,BKD,NYSE , Brookdale Senior Living Incorporated, Brookdale Senior Living
1670,APLS,NASD , Apellis Pharmaceuticals Incorporated, Apellis Pharmaceuticals
1671,MXL,NYSE , Maxlinear Incorporated, Maxlinear
1672,MEI,NYSE , Methode Electronics Incorporated, Methode Electronics
1673,FCF,NYSE , First Commonwealth Financial Corporation, First Commonwealth Financial
1674,NPO,NYSE , Enpro Industries Incorporated, Enpro Industries
1675,IRT,NYSE , Independence Realty Trust Incorporated, Independence Realty Trust
1676,GIII,NASD , G-III Apparel Group Limited, G-Iii Apparel Group
1677,GRPN,NASD , Groupon Incorporated, Groupon
1678,CHCO,NASD , City Holding Company, City Holding Company
1679,HLIO,NASD , Helios Technologies Incorporated, Helios Technologies
1680,TTMI,NASD , TTM Technologies Incorporated, Ttm Technologies
1681,EPZM,NASD , Epizyme, Epizyme
1682,RGNX,NASD , REGENXBIO Incorporated, Regenxbio
1683,VRTU,NASD , Virtusa Corporation, Virtusa
1684,AMSF,NASD , Amerisafe Incorporated, Amerisafe
